Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
08/22/2011	21743467	Kote-Jarai Z	07/10/2011	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743467	Seven prostate cancer susceptibility loci identified by a multi-stage genome-wide association study.	Prostate cancer	6,621 European ancestry cases, 6,939 European ancestry controls	22,957 European ancestry cases, 23,234 European ancestry controls, 285 Japanese cases, 298 Japanese controls, 135 Chinese cases, 135 Chinese controls, 112 African American cases, 298 African American controls, 7,140 cases, 5,455 controls	2q37.3	2	238387228	Intergenic	COL6A3 - MLPH	1293	79083		       64.38	        8.65	rs7584330-C	rs7584330	0	7584330	Intergenic	2	0.22	3E-9	8.522878745280337		   1.06	[1.02-1.09] 	NR [2.6 million] (imputed)	N
08/22/2011	21743467	Kote-Jarai Z	07/10/2011	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743467	Seven prostate cancer susceptibility loci identified by a multi-stage genome-wide association study.	Prostate cancer	6,621 European ancestry cases, 6,939 European ancestry controls	22,957 European ancestry cases, 23,234 European ancestry controls, 285 Japanese cases, 298 Japanese controls, 135 Chinese cases, 135 Chinese controls, 112 African American cases, 298 African American controls, 7,140 cases, 5,455 controls	Xq12	23	67021550	AR	AR - OPHN1	367	4983		       77.43	      240.64	rs5919432-A	rs5919432	0	5919432	Intergenic	2	0.81	1E-8	8		   1.06	[1.02-1.12] 	NR [2.6 million] (imputed)	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	2q37.3	2	238443226	MLPH	MLPH			79083			rs2292884-G	rs2292884	0	2292884	intron	1	0.25	4E-8	7.397940008672037		   1.14	[1.09-1.19] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	12q13.13	12	53273904	KRT8, EIF4B, TENC1	KRT78 - RPL7P41	196374	100271222		       31.13	        5.60	rs902774-A	rs902774	0	902774	Intergenic	2	0.17	5E-9	8.301029995663981		   1.17	[1.11-1.24] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	6q25.3	6	160581374	SLC22A1	LOC100289162			100289162			rs651164-G	rs651164	0	651164		1	NR	2E-10	9.698970004336017	(conditioned on rs9364554)	   1.15	[1.10-1.20] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	8q24.21	8	128095156	Intergenic	FAM84B - SRRM1P1	157638	401475		      524.69	        4.60	rs13252298-A	rs13252298	0	13252298	Intergenic	2	NR	4E-6	5.397940008672037	(conditioned on 5 SNPs)	   1.12	[1.05-1.18] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	22q13.2	22	43518275	BIK	BIK			638			rs742134-G	rs742134	0	742134	intron	1	NR	6E-6	5.221848749616356	(conditioned on rs5759167)	   1.16	[1.01-1.23] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	8q24.21	8	128323181	Intergenic	SRRM1P1 - POU5F1B	401475	5462		      222.41	      104.68	rs445114-T	rs445114	0	445114	Intergenic	2	NR	5E-7	6.30102999566398		   1.22	[1.12-1.32] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	3p11.2	3	87241497	Intergenic	VGLL3 - CHMP2B	389136	25978		      201.24	       34.92	rs7629490-T	rs7629490	0	7629490	Intergenic	2	NR	1E-7	7	(conditioned on rs2660753)	   1.06	[1.04-1.09] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	8q24.21	8	128518554	Intergenic	POU5F1B - MYC	5462	4609		       89.10	      229.76	rs4242384-C	rs4242384	0	4242384	Intergenic	2	NR	3E-16	15.52287874528034		   1.56	[1.40-1.73] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	10q11.23	10	51549496	MSMB	MSMB			4477			rs10993994-T	rs10993994	0	10993994	nearGene-5	1	NR	5E-6	5.301029995663981		   1.18	[1.10-1.27] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	11q13.3	11	68995958	Intergenic	TPCN2 - MYEOV	219931	26579		      137.89	       65.66	rs7130881-G	rs7130881	0	7130881	Intergenic	2	NR	9E-9	8.045757490560675		   1.31	[1.20-1.44] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	17q12	17	36101156	TCF2	HNF1B			6928			rs7501939-C	rs7501939	0	7501939	intron	1	NR	2E-6	5.698970004336018		   1.19	[1.11-1.28] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	17q24.3	17	69108753	Intergenic	CALM2P1 - SOX9	100128390	6662		      870.85	     1008.41	rs1859962-G	rs1859962	0	1859962	Intergenic	2	NR	3E-11	10.52287874528034		   1.27	[1.18-1.37] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	8q24.21	8	128093297	Intergenic	FAM84B - SRRM1P1	157638	401475		      522.83	        6.46	rs1016343-T	rs1016343	0	1016343	Intergenic	2	NR	4E-10	9.397940008672037		   1.31	[1.20-1.42] 	Illumina [571,243]	N
07/30/2011	21743057	Schumacher FR	07/08/2011	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	8,217 European ancestry cases, 6,732 European ancestry controls	8q24.21	8	128413305	Intergenic	SRRM1P1 - POU5F1B	401475	5462		      312.53	       14.55	rs6983267-G	rs6983267	0	6983267	Intergenic	2	NR	9E-6	5.045757490560675		   1.20	[1.11-1.32] 	Illumina [571,243]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	1q24.2	1	167420425	CD247	CD247			919			rs2056626-T	rs2056626	0	2056626	intron	1	0.61	1E-6	5.999999999999999		   1.20	[1.12-1.30] 	Illumina [489,814]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	6p21.33	6	31106268	PSORS1C1	PSORS1C1;PSORS1C2			170679;170680			rs3130573-G	rs3130573	0	3130573	intron;intron	1	0.32	6E-10	9.221848749616356		   1.25	[1.17-1.35] 	Illumina [489,814]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	6p21.32	6	32663851	HLA, DQB1	HLA-DQB1 - HLA-DQA2	3119	3118		       29.39	       45.31	rs6457617-T	rs6457617	0	6457617	Intergenic	2	0.50	2E-37	36.69897000433602		   1.61	[1.49-1.72] 	Illumina [489,814]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	7q32.1	7	128594183	TNPO3, IRF5	IRF5 - TNPO3	3663	23534	23534	        4.09	         .77	rs10488631-C	rs10488631	0	10488631	Intergenic	2	0.09	4E-7	6.397940008672037		   1.35	[1.20-1.51] 	Illumina [489,814]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	5q33.1	5	150440097	TNIP1	TNIP1			10318			rs2233287-A	rs2233287	0	2233287	intron	1	0.10	5E-9	8.301029995663981		   1.31	[1.15-1.43] 	Illumina [489,814]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	2q32.3	2	191964633	STAT4	STAT4			6775			rs7574865-T	rs7574865	0	7574865	intron	1	0.22	2E-13	12.69897000433602		   1.38	[1.27-1.50] 	Illumina [489,814]	N
08/03/2011	21750679	Allanore Y	07/07/2011	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21750679	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	564 French cases, 1,776 French controls	1,682 European cases, 3,926 European controls	2p24.1	2	20688519	RHOB	RHOB - RPS25P3	388	100271101		       39.32	      117.52	rs13021401-T	rs13021401	0	13021401	Intergenic	2	0.23	3E-6	5.522878745280337		   1.21	[1.12-1.31] 	Illumina [489,814]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	8q13.2	8	69992380	C8orf34, SULF1	RPS15AP25 - TRNAE28P	728774	100189450		      554.20	       79.96	rs2912522-?	rs2912522	0	2912522	Intergenic	2	0.80	2E-13	12.69897000433602		   1.39	[1.28-1.52] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	1p36.12	1	22698447	RP11–415K20.1, WNT4	WNT4 - ZBTB40	54361	9923		      228.93	       79.90	rs7524102-G	rs7524102	0	7524102	Intergenic	2	0.21	3E-9	8.522878745280337		   1.28	[1.17-1.41] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	6q25.1	6	149762537	ZC3H12D, TAB2	SUMO4 - ZC3H12D	387082	340152		       40.36	        8.34	rs2179367-G	rs2179367	0	2179367	Intergenic	2	0.42	3E-7	6.522878745280337		   1.23	[1.14-1.32] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	7p14.1	7	37989095	EPDR1, SFRP4	EPDR1			54749			rs16879765-A	rs16879765	0	16879765	intron	1	0.19	6E-39	38.22184874961635		   1.98	[1.78-2.18] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	7q31.2	7	116917118	WNT2	WNT2			7472			rs4730775-?	rs4730775	0	4730775	UTR-3	1	0.59	3E-8	7.522878745280337		   1.20	[1.14-1.30] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	8q23.1	8	109228008	EIF3E, RSPO2	EIF3E			3646			rs611744-?	rs611744	0	611744	intron	1	0.60	8E-15	14.09691001300805		   1.33	[1.23-1.43] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	22q13.31	22	46421842	RP11–398F12.1, WNT7B	WNT7B - C22orf26	7477	55267		       48.83	       24.50	rs6519955-A	rs6519955	0	6519955	Intergenic	2	0.47	3E-33	32.52287874528034		   1.54	[1.44-1.65] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	9p24.3	9	1202371	RP11–341G2.1, DMRT2	RPS27AP14 - SMARCA2	100271378	6595		       37.50	      812.97	rs10809650-?	rs10809650	0	10809650	Intergenic	2	0.76	6E-9	8.221848749616356		   1.25	[1.14-1.35] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	15q26.1	15	89245239	ISG20	ISG20 - ACAN	3669	176		       46.36	      101.44	rs4932194-?	rs4932194	0	4932194	Intergenic	2	0.69	8E-7	6.096910013008056		   1.22	[1.12-1.3] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	17q25.3	17	76881703	AC100788.1, TIMP2	TIMP2			7077			rs4789939-?	rs4789939	0	4789939	intron	1	0.86	6E-7	6.221848749616355		   1.22	[1.11-1.35] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	19q13.43	19	57678194	DUXA, ZNF264	DUXA			503835			rs11672517-A	rs11672517	0	11672517	intron	1	0.28	7E-14	13.15490195998574		   1.34	[1.25-1.45] 	Illumina [234,939]	N
03/03/2012	21732829	Dolmans GH	07/06/2011	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/21732829	Wnt signaling and Dupuytren's disease.	Dupuytren's disease	856 European ancestry cases, 2,836 European ancestry controls	1,298 European ancestry cases, 7,136 European ancestry controls	20q12	20	39028436	AL049691.1, MAFB	HSPE1P1 - MAFB	140895	9935		      466.56	      286.08	rs8124695-A	rs8124695	0	8124695	Intergenic	2	0.10	8E-10	9.096910013008054		   1.48	[1.30-1.68] 	Illumina [234,939]	N
07/29/2011	21755009	Wheeler HE	07/06/2011	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/21755009	Genome-wide local ancestry approach identifies genes and variants associated with chemotherapeutic susceptibility in African Americans.	Chemotherapeutic susceptibility	83 African American lymphoblastoid cell lines, 176 African lymphoblastoid cell lines	NR	NR			NR	 - 						NR	NR					NR	NS		NS	NR	NR	NR [2,217,232] (imputed)	N
